id,post_id,react_like_count,react_love_count,react_wow_count,react_haha_count,react_angry_count,react_sad_count,total_comments_count,total_reactions_count,taken_at,image_filename,page_id,text,fb_post_id,truth_id,truth_number,manual,time_posted,fb_page_id,logo_url,hall_of_fame_url,page_url_prefix,page_name,image_url
1979182,1979182,5,3,0,0,0,0,3,11,2022-05-29 13:40:59,,3183,"#Varsitea25

can EA publish the dictionary of InDesign? her knowledge and expertise should be universal xx",103535472377538_105875258810226,2932689,25,0,2022-05-28 14:34:11,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979182,varsitea,Varsitea,
1979203,1979203,5,4,0,1,0,0,2,12,2022-05-29 13:56:01,,3183,"#Varsitea27

Features is and has always been the superior section 🤷‍♂️",103535472377538_105880555476363,2932751,27,0,2022-05-28 14:45:11,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979203,varsitea,Varsitea,
1979238,1979238,1,0,0,0,0,0,1,2,2022-05-29 14:00:44,,3183,"#Varsitea28

#Varsitea27
Wettest*",103535472377538_105886275475791,2932805,28,0,2022-05-28 14:54:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979238,varsitea,Varsitea,
1979238,1979238,1,0,0,0,0,0,1,2,2022-05-29 14:00:44,,3183,"#Varsitea28

#Varsitea27
Wettest*",103535472377538_105886275475791,2932805,28,0,2022-05-28 14:54:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979238,varsitea,Varsitea,
1979253,1979253,5,6,2,0,0,0,4,17,2022-05-29 14:05:53,,3183,"#Varsitea29

i'm in love with AC @ fashion",103535472377538_105888558808896,2932813,29,0,2022-05-28 14:59:13,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979253,varsitea,Varsitea,
1979267,1979267,3,0,0,3,0,0,1,7,2022-05-29 14:15:58,,3183,"#Varsitea30

i miss CA’s hummus :(",103535472377538_105890682142017,2932819,30,0,2022-05-28 15:04:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979267,varsitea,Varsitea,
1979283,1979283,6,3,0,0,0,0,3,12,2022-05-29 14:17:16,,3183,"#Varsitea31

i propose we introduce girlboss of the week as a lifestyle column",103535472377538_105892795475139,2932821,31,0,2022-05-28 15:09:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979283,varsitea,Varsitea,
1979310,1979310,19,9,0,0,0,0,2,30,2022-05-29 14:40:58,,3183,"#Varsitea32

JO and AL are the best varsity men",103535472377538_105903838807368,2932944,32,0,2022-05-28 15:35:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979310,varsitea,Varsitea,
1979315,1979315,5,0,0,2,0,0,0,7,2022-05-29 14:55:52,submittedImages/629242f10836d1.95085474.png,3183,"#Varsitea33

Wish we could turn back time, to the good old days",105908542140231,2932967,33,0,2022-05-28 15:45:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979315,varsitea,Varsitea,https://unitruths.s3.eu-west-2.amazonaws.com/submittedImages/629242f10836d1.95085474.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASU2G5LORN7FFLVXB%2F20220828%2Feu-west-2%2Fs3%2Faws4_request&X-Amz-Date=20220828T181437Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Signature=db496a15e8242fa52f903319cc07666593c8080595bd54b8b9338bdb9d24af8f
1979320,1979320,0,0,0,1,0,0,1,2,2022-05-29 15:00:54,,3183,"#Varsitea34

Imagine being a humanities student... I can't.",103535472377538_105911408806611,2932973,34,0,2022-05-28 15:52:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979320,varsitea,Varsitea,
1979320,1979320,0,0,0,1,0,0,1,2,2022-05-29 15:00:54,,3183,"#Varsitea34

Imagine being a humanities student... I can't.",103535472377538_105911408806611,2932973,34,0,2022-05-28 15:52:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979320,varsitea,Varsitea,
1979322,1979322,3,1,1,0,0,0,0,5,2022-05-29 15:05:58,,3183,"#Varsitea35

FVA to run for EiC",103535472377538_105912925473126,2932976,35,0,2022-05-28 15:57:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979322,varsitea,Varsitea,
1979325,1979325,4,7,0,0,0,0,1,12,2022-05-29 15:11:00,,3183,"#Varsitea36

KT @ Fashion
Literally the prettiest",103535472377538_105916178806134,2933007,36,0,2022-05-28 16:03:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979325,varsitea,Varsitea,
1979344,1979344,10,6,0,0,0,0,0,16,2022-05-29 15:25:45,,3183,"#Varsitea37

Highly rate TC. Absolute legend.",103535472377538_105924982138587,2933053,37,0,2022-05-28 16:17:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979344,varsitea,Varsitea,
1979369,1979369,4,1,0,3,0,0,1,9,2022-05-29 16:05:50,,3183,"#Varsitea38

ik I'm one of many... but SA @ Fashion I'm obsessed with u uwu",103535472377538_105946822136403,2933116,38,0,2022-05-28 16:59:40,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979369,varsitea,Varsitea,
1979537,1979537,6,3,0,0,0,0,1,10,2022-05-29 18:40:45,,3183,"#Varsitea39

we love you HJ, we do",103535472377538_106003022130783,2933329,39,0,2022-05-28 19:33:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1979537,varsitea,Varsitea,
1980065,1980065,0,3,0,0,0,0,1,4,2022-05-30 06:20:48,,3183,"#Varsitea40

LP @ LIFESTYLE

YOU'RE FANTASTIC!",103535472377538_106303618767390,2933457,40,0,2022-05-29 07:10:11,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980065,varsitea,Varsitea,
1980070,1980070,0,0,0,0,0,0,0,0,2022-05-30 06:25:46,,3183,"#Varsitea41

BM for varsoc pres? 👉👈",103535472377538_106309865433432,2933477,41,0,2022-05-29 07:16:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980070,varsitea,Varsitea,
1980078,1980078,0,0,2,0,0,0,0,2,2022-05-30 06:30:54,,3183,"#Varsitea42

heard ML can’t cycle…….",103535472377538_106311592099926,2933582,42,0,2022-05-29 07:21:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980078,varsitea,Varsitea,
1980078,1980078,0,0,2,0,0,0,0,2,2022-05-30 06:30:54,,3183,"#Varsitea42

heard ML can’t cycle…….",103535472377538_106311592099926,2933582,42,0,2022-05-29 07:21:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980078,varsitea,Varsitea,
1980087,1980087,3,9,0,0,0,0,2,14,2022-05-30 06:35:58,,3183,"#Varsitea43

EK underrated varsity queeen",103535472377538_106312552099830,2933620,43,0,2022-05-29 07:26:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980087,varsitea,Varsitea,
1980101,1980101,4,0,0,0,0,0,0,4,2022-05-30 06:40:48,submittedImages/62931d9257c929.34551373.png,3183,"#Varsitea44

Mood",106314048766347,2934391,44,0,2022-05-29 07:31:10,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980101,varsitea,Varsitea,https://unitruths.s3.eu-west-2.amazonaws.com/submittedImages/62931d9257c929.34551373.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASU2G5LORN7FFLVXB%2F20220828%2Feu-west-2%2Fs3%2Faws4_request&X-Amz-Date=20220828T181437Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Signature=4d567a4daeb66258a01b98377f741e42c3c0c0711840f1ad7f0ca7dc3a10e243
1980309,1980309,2,1,0,0,0,0,2,5,2022-05-30 08:50:51,,3183,"#Varsitea45

is GR single still? her writing is excellent and she’s really pretty and I want to take her out",103535472377538_106380142093071,2934717,45,0,2022-05-29 09:46:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980309,varsitea,Varsitea,
1980333,1980333,0,0,0,0,0,0,0,0,2022-05-30 09:11:03,,3183,"#Varsitea46

besties can we start using full names it’s too much work to figure out initials xoxo",103535472377538_106389368758815,2934821,46,0,2022-05-29 10:05:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980333,varsitea,Varsitea,
1980433,1980433,18,0,0,0,0,0,0,18,2022-05-30 11:06:01,submittedImages/62935ecc3d4d78.70493376.png,3183,"#Varsitea47

section alignment chart",106440848753667,2935115,47,0,2022-05-29 11:55:10,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980433,varsitea,Varsitea,https://unitruths.s3.eu-west-2.amazonaws.com/submittedImages/62935ecc3d4d78.70493376.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASU2G5LORN7FFLVXB%2F20220828%2Feu-west-2%2Fs3%2Faws4_request&X-Amz-Date=20220828T181437Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Signature=818396e306c99ee37b1551307e8c9041b842c0c9877f304edc03765a88b02d1c
1980445,1980445,1,1,0,0,0,0,1,3,2022-05-30 11:16:01,,3183,"#Varsitea48

LK severely underrated",103535472377538_106447542086331,2935136,48,0,2022-05-29 12:07:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980445,varsitea,Varsitea,
1980467,1980467,5,3,0,0,0,0,0,8,2022-05-30 11:32:30,,3183,"#Varsitea49

#Varsitea48 News LK*",103535472377538_106456562085429,2935214,49,0,2022-05-29 12:23:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980467,varsitea,Varsitea,
1980793,1980793,0,0,0,0,0,0,0,0,2022-06-04 19:35:57,submittedImages/629370fa4bb1c6.69018076.png,3183,"#Varsitea50

Varsity: Cambridge's oldest student *news*paper",106545638743188,2935383,50,0,2022-05-29 14:52:10,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980793,varsitea,Varsitea,https://unitruths.s3.eu-west-2.amazonaws.com/submittedImages/629370fa4bb1c6.69018076.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASU2G5LORN7FFLVXB%2F20220828%2Feu-west-2%2Fs3%2Faws4_request&X-Amz-Date=20220828T181438Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Signature=5e090b274c7ec13ed97ed4890b7ff10884154779bd9b2b29e173641a43df2197
1980875,1980875,5,0,0,0,0,0,0,5,2022-06-05 14:55:50,,3183,"#Varsitea51

CB carry the subedit for 2yrs, underrated",103535472377538_106597252071360,2935921,51,0,2022-05-29 16:07:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980875,varsitea,Varsitea,
1980875,1980875,5,0,0,0,0,0,0,5,2022-06-05 14:55:50,,3183,"#Varsitea51

CB carry the subedit for 2yrs, underrated",103535472377538_106597252071360,2935921,51,0,2022-05-29 16:07:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980875,varsitea,Varsitea,
1980907,1980907,6,1,0,0,0,0,0,7,2022-06-05 15:45:53,,3183,"#Varsitea52

the whole news team: most underrated by the rest of the paper",103535472377538_106620978735654,2935987,52,0,2022-05-29 16:46:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980907,varsitea,Varsitea,
1980927,1980927,0,0,0,0,0,0,0,0,2022-06-05 16:50:46,,3183,"#Varsitea53

i know i asked for varsitea so i could shoot my shot but now that it's here i'm getting stage fright...",103535472377538_106640422067043,2936099,53,0,2022-05-29 17:13:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980927,varsitea,Varsitea,
1980965,1980965,1,0,0,1,0,0,0,2,2022-05-30 16:55:50,,3183,"#Varsitea54

Honestly theatre is the hardest section to edit, you’re kidding yourself if you think otherwise (inc. news) if u know, u know",103535472377538_106653202065765,2936148,54,0,2022-05-29 17:34:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1980965,varsitea,Varsitea,
1981073,1981073,0,0,0,0,0,0,0,0,2022-05-30 18:45:57,,3183,"#Varsitea55

#Varsitea53 shoot the shot",103535472377538_106706178727134,2936151,55,0,2022-05-29 19:36:04,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981073,varsitea,Varsitea,
1981079,1981079,1,0,0,0,0,0,1,2,2022-05-30 18:50:58,,3183,"#Varsitea56

SM please write more!",103535472377538_106707928726959,2936330,56,0,2022-05-29 19:41:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981079,varsitea,Varsitea,
1981079,1981079,1,0,0,0,0,0,1,2,2022-05-30 18:50:58,,3183,"#Varsitea56

SM please write more!",103535472377538_106707928726959,2936330,56,0,2022-05-29 19:41:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981079,varsitea,Varsitea,
1981750,1981750,0,0,0,0,0,0,0,0,2022-05-31 05:55:55,,3183,"#Varsitea57

amazing vibes in the office rn",103535472377538_106994922031593,2936637,57,0,2022-05-30 06:48:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981750,varsitea,Varsitea,
1981758,1981758,1,0,1,0,0,0,0,2,2022-05-31 06:00:56,,3183,"#Varsitea58

Okay serious question who’s shagged in the office - I really want to know, did the keyboards get in the way- did you feel like Jeremy Paxman was watching you from the wall? Tell us please",103535472377538_106995942031491,2936642,58,0,2022-05-30 06:53:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981758,varsitea,Varsitea,
1981770,1981770,2,0,0,0,0,0,1,3,2022-05-31 06:05:53,,3183,"#Varsitea59

JO and JGG best J's in Varsity",103535472377538_106997912031294,2936643,59,0,2022-05-30 06:58:11,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981770,varsitea,Varsitea,
1981799,1981799,3,2,0,0,0,0,0,5,2022-05-31 06:20:52,,3183,"#Varsitea62

adding to the LK (news) love, amazing editor and sweetest person <33",103535472377538_107002682030817,2936650,62,0,2022-05-30 07:13:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981799,varsitea,Varsitea,
1981807,1981807,1,0,0,3,0,0,0,4,2022-05-31 06:25:49,,3183,"#Varsitea63

FVA + SM = Famke + the Machine the dog days are overrrrrrrrrrrrrrrr",103535472377538_107004302030655,2936702,63,0,2022-05-30 07:18:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981807,varsitea,Varsitea,
1981816,1981816,0,0,0,0,0,0,0,0,2022-05-31 06:35:47,,3183,"#Varsitea65

F & J very good vibes x",103535472377538_107008755363543,2936707,65,0,2022-05-30 07:28:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981816,varsitea,Varsitea,
1981819,1981819,2,0,0,0,0,0,0,2,2022-05-31 06:40:51,,3183,"#Varsitea66

You have to be a bit gay to do varsity, let’s be real- no one’s 100% straight",103535472377538_107011015363317,2936752,66,0,2022-05-30 07:34:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981819,varsitea,Varsitea,
1981824,1981824,0,2,0,0,0,0,0,2,2022-05-31 06:45:53,,3183,"#Varsitea67

JO… 100% sexy",103535472377538_107013885363030,2936753,67,0,2022-05-30 07:39:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981824,varsitea,Varsitea,
1981828,1981828,2,0,0,0,0,0,0,2,2022-05-31 06:50:45,,3183,"#Varsitea68

JO + JF = honorary varsity girlies xoxo",103535472377538_107015925362826,2936763,68,0,2022-05-30 07:44:05,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981828,varsitea,Varsitea,
1981835,1981835,2,0,0,0,0,0,0,2,2022-05-31 06:55:52,submittedImages/629408891ffb70.43052629.png,3183,"#Varsitea69

reply to #Varsitea47

this is the true varsitea alignment",107017722029313,2936769,69,0,2022-05-30 07:49:08,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981835,varsitea,Varsitea,https://unitruths.s3.eu-west-2.amazonaws.com/submittedImages/629408891ffb70.43052629.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASU2G5LORN7FFLVXB%2F20220828%2Feu-west-2%2Fs3%2Faws4_request&X-Amz-Date=20220828T181438Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Signature=ce5da1d0d9fdd4519ac426bc5313e922d1e8790b12fa6a74b111838ed7f30bbb
1981839,1981839,0,0,0,0,0,0,0,0,2022-05-31 07:00:50,,3183,"#Varsitea70

big love to the science section !",103535472377538_107019232029162,2937375,70,0,2022-05-30 07:54:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981839,varsitea,Varsitea,
1981843,1981843,0,0,0,0,0,0,0,0,2022-05-31 07:05:54,,3183,"#Varsitea71

fancy all of y’all",103535472377538_107021248695627,2937376,71,0,2022-05-30 07:59:04,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981843,varsitea,Varsitea,
1981850,1981850,11,0,0,0,0,0,2,13,2022-05-31 07:15:52,,3183,"#Varsitea73

Comment your favourite spam email you get as an editor. Mine is definitely Have an Affair with married woman 😍",103535472377538_107024248695327,2937414,73,0,2022-05-30 08:09:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981850,varsitea,Varsitea,
1981888,1981888,0,0,0,0,0,0,0,0,2022-05-31 07:30:53,,3183,"#Varsitea74

do you guys think you posted enough at the office? my whole feed is varsitea’s haha",103535472377538_107030912027994,2937469,74,0,2022-05-30 08:23:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1981888,varsitea,Varsitea,
1982286,1982286,9,2,0,0,0,0,2,13,2022-05-31 10:05:59,,3183,"#Varsitea75

LM is a varsity legend",103535472377538_107099752021110,2937929,75,0,2022-05-30 10:58:06,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1982286,varsitea,Varsitea,
1982305,1982305,4,1,0,0,0,0,1,6,2022-05-31 10:07:17,,3183,"#Varsitea76

feel like shit don't want to do exams just want to write articles :'(",103535472377538_107102788687473,2937977,76,0,2022-05-30 11:04:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1982305,varsitea,Varsitea,
1982322,1982322,0,0,0,0,0,0,0,0,2022-05-31 10:15:50,,3183,"#Varsitea77

Your office chat is dead",103535472377538_107104385353980,2938165,77,0,2022-05-30 11:09:07,103535472377538,https://unitruths.s3.eu-west-2.amazonaws.com/logos/628de8dabcf3d9.11395266.png,https://varsitea.uni-truths.com/hall-of-fame/1982322,varsitea,Varsitea,
